"Knowledge","Interest","Algeria","Argentina","Australia","Belgium","Bosnia.and.Herzegovina","Brazil","Cameroon","Chile","Colombia","Costa.Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Ivory.Coast","Japan","Mexico","the.Netherlands","Nigeria","Portugal","Russia","South.Korea","Spain","Switzerland","United.States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","Gender","Age","Income","Education","Location","ID"
"Intermediate","A lot","3",,,,,,,,,,,,"3","4","3",,"4",,,"4",,"5","4",,,"4","3","4","4",,"4",,"4","4","4","4","4","4","4","4","Male","45-60","$50,000 - $99,999","Bachelor degree","East North Central",3308655153
"Intermediate","Some",,"3",,,,"3",,,,,,,"3","3","2",,"4",,,"3",,"5","4",,,,,"4","3",,"4",,"5","2","5",,,"2","5",,"Female","30-44",,"Graduate degree","West South Central",3308654307
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308653845
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308653803
"Intermediate","A lot",,,,,,"4",,,,,,,"3",,"2",,"4",,,,,"4","5",,,,"4","4",,"4",,,"5","5",,,,"4","5","2","Male","30-44","$50,000 - $99,999","Graduate degree","Middle Atlantic",3308653756
"Intermediate","A lot",,,,,,,,"3",,,,,,"3","3",,"3",,,"4",,"5","3",,,,,"3","4","3","5",,"4","4","4",,"3","3","5",,"Male","18-29",,"Some college or Associate degree","East North Central",3308653746
"Intermediate","A lot",,,"4",,,"5",,,,,,,"4","4","4",,"4",,,"5",,"5","5",,,,"2",,"5",,"4",,"4","5","5",,"5",,"4",,"Female","> 60","$25,000 - $49,999","Graduate degree","Pacific",3308653569
"Novice","Some",,,,"4",,,,,,"5","4","4","3","5","3",,"3",,,"5",,"4","5",,,,,,"4","3","4",,"4",,"3","3",,,"4","3","Male","> 60","$50,000 - $99,999","High school degree","Mountain",3308652934
"Advanced","Some",,"3","3","4",,"3",,"3","3","4","3",,"5","4","5",,"5","3","5","5",,"4","5","5",,,"5","4","5","5","5",,"5","5","4",,"4",,"5","5","Female","45-60","$50,000 - $99,999","Graduate degree","Pacific",3308650893
"Intermediate","A lot",,,,"4",,"5",,"3",,,,,"3","4","3",,"4",,,"5",,"4","5",,,,"2","2","5","3","5",,"4","3","5","3","3","2","3","5","Female","18-29","$0 - $24,999","Bachelor degree","West South Central",3308649362
"Intermediate","Not at all",,,"3",,,,,,"2",,,,"3","2","3",,,,,"4",,"1","3",,,,"2","1","3",,"4","2","1","2","1",,"2",,,,"Male","18-29",,"High school degree","East North Central",3308649079
"Intermediate","Some",,"3",,,,,,,,,,"4","4","5","4","3","5",,,"5",,"5","4","4",,,,"5","4",,"5",,"3","5",,"4","4","5","5","5","Female","30-44","$100,000 - $149,999","Graduate degree","South Atlantic",3308648895
"Novice","Some",,,,,,"4",,,,"3",,,"3",,"4",,"4",,,"4",,"4","4",,,"4",,,"5",,"3",,"3",,"4",,"4",,,"3","Female","45-60",,"Bachelor degree","Middle Atlantic",3308646165
"Advanced","A lot",,"5","2",,,"5",,,,,,,"3","5","4",,"5",,,"5",,"3","5",,,"4","3",,"5","5","4",,"5","5","5",,"5","4","4","3","Female","45-60","$100,000 - $149,999","Bachelor degree","Pacific",3308644636
"Expert","A lot",,,,,,,,,,,,,,"3","3",,,,,"5",,,"5",,,,,"4",,,"2",,,"5","5",,,,,,"Female","30-44","$0 - $24,999","Bachelor degree","West North Central",3308644503
"Advanced","A lot","4","5",,"4",,"4",,,,"4",,,"3","5","5",,"4","4",,"5",,"5","4","3",,"4","5","5","5","3","3",,"5","4","5","4","4","3","5","3","Male","45-60","$150,000+","Graduate degree","South Atlantic",3308643561
"Intermediate","Some",,"3",,,,"5",,"3",,"3",,"3","3","4","4",,"4",,"3","5",,"4","5",,,,,"3",,,"5",,"4","3","3",,"3",,"3","3","Female","45-60","$50,000 - $99,999","Some college or Associate degree","Pacific",3308643339
"Intermediate","Some",,,"3",,,"3",,"4","4",,,,"4","4","4",,,,,"5",,"3","5",,,,"3","3","3","3","5",,"4","4","3",,"2",,,,"Male","18-29","$0 - $24,999","Some college or Associate degree","East South Central",3308639391
"Advanced","Some",,"4",,"4",,"4",,"4","4","4","3","4","3","5","4",,"4",,,"5",,"3","4","3",,"4","3","4","4","4","4",,"4","3","4",,"4",,"4","3","Male","45-60","$50,000 - $99,999","Bachelor degree","South Atlantic",3308638979
"Intermediate","Some",,"4","3","4",,"4",,,,,,,"3","4","3",,"4",,,"4",,"4","4",,,,,,"3",,"3",,"3","4","4",,"3",,"3","3","Female","30-44",,"Bachelor degree","East North Central",3308638154
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308637185
"Intermediate","A lot","4","4","5","4","4","4","3","4","2","4","3","3","5","4","3","3","5","4","2","5","3","5","4","3","3","4","2","4","5","4","3","3","5","3","3","4","2","2","4","2","Male","18-29",,"High school degree","New England",3308635226
"Intermediate","A lot","3","4","3","3","3","3","3","5","3","4","2","3","3","3","3","3","5","3","4","5","3","4","3","3","3","5","2","3","5","3","4","4","3","4","5","4","5","4","3","3","Female","> 60","$25,000 - $49,999","Some college or Associate degree","Pacific",3308634064
"Advanced","A lot","5","5","2",,,"4",,"4","3",,"4","3","3","5","5",,"5","4","4","3",,,,,,,,,,,,,,,,,,,,,,,,,,3308633964
"Intermediate","Some",,"3","4","3",,"4",,"3",,"3",,,"4","5","3",,"4",,,"5",,"4","5","3",,"3",,,"5","4","5",,"4",,"4",,"3",,"3","4","Female","45-60","$25,000 - $49,999","Some college or Associate degree","Mountain",3308633503
"Advanced","A lot",,"4",,,,"4",,,,,,,"3","5","3",,"5",,"4","5",,"5","5","4",,"4",,"4","5",,"3",,"5","5","4","5","4","5","4","3","Female","30-44","$25,000 - $49,999","Graduate degree","East South Central",3308632864
"Novice","Some",,,,"3",,,,,,,,,"3","3","4",,"3",,,"4",,"2","3",,,,,,"3",,"4",,,,,,,,,"4","Male","45-60","$50,000 - $99,999","Bachelor degree","New England",3308632498
"Novice","A lot",,"4",,"5",,"4","4","4","4","4",,"4","4","4","4","4","4","4","4","5",,"5","4",,"5",,"4","5","4","4","3",,"3","4","4","4","4","5","5",,"Female","18-29","$25,000 - $49,999","Graduate degree","South Atlantic",3308631843
"Intermediate","Some",,"4",,,,"3",,,"3",,,,"3","4","3",,"4",,,"4",,"4","3",,,,,,,,"3",,"3","3","3",,"4",,,"3","Female","45-60","$50,000 - $99,999","Some college or Associate degree","West South Central",3308630771
"Novice","A lot",,,,,,,,,,,,,"3",,"3",,"5",,,"5",,"3","3",,,,,,"4",,"3",,"3","5",,"4","3",,"3","3","Female","18-29","$0 - $24,999","Graduate degree","Pacific",3308630731
"Novice","Some",,,"4","3",,"3","3","3","3","3","3",,"4","3","4","3","5",,"2","5",,"4","4","4","3","3","4","3","5","5","5","3","4","2","3","2","4",,"3","5","Male","45-60","$50,000 - $99,999","Bachelor degree","East North Central",3308629955
"Intermediate","Some",,,,"3",,,"1","3",,,,,"3","3","4",,"4",,,"4",,"3","4","3",,"3","4","3","4","3","3",,"4","4","5",,"3","3","4","4","Female","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific",3308628718
"Intermediate","Some",,,"5","4",,,,,,"3",,,"4","5","3",,"4",,,"5",,"4","5","4",,,,"3","4","4","5",,"4","4","4",,,,,"5","Female","45-60",,"Some college or Associate degree","West South Central",3308626833
"Intermediate","A lot",,,"3","3",,,,,,,,,"3","3",,,"4",,,"5",,"4","4",,,"3",,,"4",,"3",,,"3","4",,"3",,"3","3","Male","30-44","$0 - $24,999","Graduate degree","South Atlantic",3308626209
"Intermediate","Some",,,,,,"5",,"4","4","3",,"4","3","4",,,"5","3",,"5","3","4","4",,,"5",,,"5",,,"4","4","2","3","3","5",,"3","3","Female","18-29",,"Graduate degree","New England",3308626123
"Novice","Not much",,,"3",,,,,,,"3",,,"3","2",,,,,,"3",,,"2",,,,,"5",,,"4",,,"2",,,,,,"3","Male","45-60","$150,000+","Graduate degree","Middle Atlantic",3308625999
"Novice","Not at all",,,,,,,,"3",,,,,"4",,,,"4",,,"4",,,"4",,,,,,"4",,"4",,"4","3",,,,,,"4","Female","18-29",,"High school degree","New England",3308625476
"Intermediate","A lot",,,,,,,,"4",,,,,,,,,,,,"5",,"4","4",,,,,"3","3",,"3",,"4","3","5",,"3",,"4",,"Female","> 60","$100,000 - $149,999","Some college or Associate degree","Pacific",3308624546
"Intermediate","Some",,"3","3",,,"3","5",,,,,,"2","4","3",,"2",,,"5",,"4","5",,,,,"4","4",,"5",,"5","3","4",,"3",,"4","3","Male","> 60","$50,000 - $99,999","Bachelor degree","Mountain",3308622645
"Novice","Some",,,"4",,,"4",,"4",,"4",,,"4","2","5",,"3",,,"5",,"4","5",,,,,,"3","3","4",,"3","3",,,,,,"3","Male","45-60","$100,000 - $149,999","Bachelor degree","East North Central",3308622338
"Intermediate","Some","2","3","3","4","2","4",,"3","3","3",,"3","4","4","3","2","3","2",,"5","2","2","3","3","2","3","2","2","4","5","5",,,"2","2",,"3",,,"3","Female","> 60","$100,000 - $149,999","Bachelor degree","East North Central",3308622319
"Intermediate","Some",,,,,,,,,,"4",,,"3","5","4",,"5","3",,"5",,"3","4",,,,,,"4",,"4",,"3","3","4",,,"2","3","3","Female","> 60","$50,000 - $99,999","Graduate degree","West South Central",3308621334
"Intermediate","A lot","2","3","2","3","2","3","2","3","3","3","2","2","3","3","3","2","4","3","2","5","2","5","3","3","2","3","2","3","3","3","3","2","3","2","3","3","3","2","3","3","Female","18-29","$25,000 - $49,999","Some college or Associate degree","West South Central",3308620900
"Intermediate","Some",,"4",,,,"4",,,,"4",,"4","2","5","2",,"4",,,"5",,"5","4",,,"5","3","3","4",,"4",,"4","5","5",,"4","3","3","3","Male","45-60",,"Bachelor degree","West South Central",3308620895
"Novice","Some",,,"4","4",,,,,"3","3",,,"4","5","3",,"5","3","3","5","2","3","3","3",,"3",,"5","3","3","3",,"4","4","3",,,,"3","4","Female","30-44",,"Graduate degree","South Atlantic",3308620164
"Intermediate","Some",,,,,,"3",,,,,,,"3",,"3",,,,,"5",,"2","4",,,,,,"4",,"3",,"2","3",,,,,,,"Male","18-29","$100,000 - $149,999","Some college or Associate degree","Middle Atlantic",3308620006
"Intermediate","A lot",,,,,,,,,,,,,"2","5",,,"3",,,"4",,"3","3",,,"3",,,"3",,"5",,"4","3","4",,,,"4","2","Female","> 60","$100,000 - $149,999","Graduate degree","New England",3308619723
"Novice","A lot",,,,,,"4",,,,,,,"3","3",,,"4",,,"5",,,"4",,,,,,,,"4",,"4","4","4",,,"4","4","3","Male","45-60","$25,000 - $49,999","Bachelor degree","West South Central",3308617302
"Advanced","A lot",,,"5",,,"4",,"4","4","5",,,"4","5","3",,"5","3",,"5","4","5","5",,"4","4","4","5","5","3","3",,"5","4","5","4","5","4","5","4","Female","45-60","$0 - $24,999","Some college or Associate degree","Pacific",3308616386
"Advanced","A lot","3","4","3","4","4","4","3","5","3","3","4","3","4","5","5","3","4","3","4","5","3","5","5","4","3","4","4","3","5","4","3","3","5","4","4","4","4","4","4","4","Female","18-29","$50,000 - $99,999","Bachelor degree","East North Central",3308615868
"Intermediate","Some","3","3","3","3","3","4",,"3","3","3","3","3","3","3","3",,"4","3","3","4",,"4","5","3",,"3","4","4","3","3","3",,"5","4","5","3","3","3","5","3","Male","18-29","$50,000 - $99,999","Graduate degree","West North Central",3308615403
"Advanced","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308615189
"Novice","Not much",,,,,,,,,,,,,"2","4","4",,"4",,,"4",,"3","2",,,,,"1",,,"4",,"4","2","2",,,,"1",,"Male","18-29","$50,000 - $99,999","Bachelor degree","South Atlantic",3308614347
"Intermediate","Not much",,,,"3",,,,"3",,,,,"3","4","4",,"3",,,"5",,,"5","3",,,,"3","3",,"4",,"3","2","4",,"3",,"3",,"Female","30-44","$25,000 - $49,999","Some college or Associate degree","Pacific",3308613904
"Intermediate","Some",,"3","3","4",,"4","2",,,"3",,,"4","4","5","3","3",,,"5","3","4","5","4","2",,,,"3","3","5",,"5","3","3",,"3","2","3","5","Female","> 60","$25,000 - $49,999","Graduate degree","West North Central",3308613877
"Intermediate","A lot",,,,"3",,"3",,"3","3","3",,,"2","4","2",,"3",,,"5",,"2","4","3",,,,"1","4","4","3",,"2","5","3","2","3","2","1","2","Female","30-44",,"Bachelor degree","New England",3308613772
"Novice","Not much",,,,,,,,,,,,,,"3",,,"3",,,"5",,"4","5",,,,,,"5",,"5",,"5","2",,,,,,"4","Male","18-29",,"Less than high school degree",,3308613030
"Novice","Not much",,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,"3",,,,,,,,,,"Male","18-29","$0 - $24,999","Some college or Associate degree","New England",3308612430
"Intermediate","Not much",,,"3","4",,,,"4",,,,,"3","3","5",,"4",,,"5",,"3","4",,,,"3",,"3","4","3",,"3","2","3",,,,,"3","Female","18-29",,"Some college or Associate degree","East North Central",3308612124
"Intermediate","A lot",,,,,,"4",,,,,,,"4","4","2",,"5",,,"5",,"4","5","3",,,"3","3","4","3","3",,"4","4","4","4","5",,"4","3","Female","18-29","$25,000 - $49,999","High school degree","South Atlantic",3308611955
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308611593
"Advanced","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308611509
"Advanced","A lot","3","4","3","5","3","5","3","3","5","3","2","3","4","5","3","5","5","5","5","4","2","4","5","5","2","3","3","2","5","3","5","4","5","3","4","4","3","3","4","4","Male","18-29","$150,000+","High school degree","Pacific",3308610762
"Novice","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308610606
"Novice","Not much",,,"3",,,,,,,,,,"4","3","3",,"3",,,"5",,"2","5",,,,,"2","3",,"5",,"2",,"2",,,,,"3","Female","18-29",,"Some college or Associate degree","Pacific",3308610591
"Novice","Not at all","2",,"4","3",,,,,,,,,,"2","4",,"2",,"1","4",,"5","3",,,,"1",,,,"5",,"3",,"2",,"1",,,"4","Female","> 60","$100,000 - $149,999","Bachelor degree","East North Central",3308609244
"Novice","Not at all",,,,,,,,,,,,,,,,,,,,,,"3","3",,,,,,,,"4",,"4","2","2",,,,,,,,,,,3308608884
"Novice","Some",,,,,,,,,,,,,,"3",,,,,,"3",,"5","4",,,,,"4",,,"3",,"4","5","4",,,,"4",,"Female","18-29","$0 - $24,999","Bachelor degree","West South Central",3308608595
"Novice","Not much",,,,,,,,,,,,,"3",,,,,,,"3",,"3","3",,,,,,,,"3",,"3",,,,,,,,"Male","45-60",,"Graduate degree","West South Central",3308608311
"Novice","Not much",,,,"3",,,,,,,,,"5","4","3",,"3",,,"5",,,"3",,,,,,"2","4","5",,"4","1","4",,,,,,"Female","18-29","$0 - $24,999","Graduate degree","South Atlantic",3308608139
"Intermediate","A lot",,,"3",,,,,,,,,,"4","5","5",,"4",,,"5",,"3","3",,,,"4","4",,,"5",,"5","4","4",,,"5",,"4","Female","18-29","$100,000 - $149,999","Bachelor degree","Mountain",3308607708
"Advanced","A lot",,,"3",,,,,,,,,,"2","4","3",,"4",,,"4",,"4","3","3",,,,"3","3",,"3",,"4","5","4","4",,,"5","3","Male","45-60",,,"New England",3308607454
"Intermediate","Some",,,,,,,,,,,"3",,"2","4","3",,"5",,,"4",,"3","4","3",,"4","3",,"4","3","3",,"3","4","4","4",,,,"3","Female","> 60","$100,000 - $149,999","Graduate degree","East North Central",3308607035
"Intermediate","Some","3","3","4","4",,"4",,,"3","4","2","3","4","3","4",,"4","3",,"4",,"4","4","2","2",,"3",,"4","3","4","3","3","4","4",,,"2","4","4","Female","18-29","$0 - $24,999","Bachelor degree",,3308605066
"Intermediate","A lot",,"3","3","4",,"3",,"3",,"4","3","3","3","4","3",,"2",,,"4",,"5","4","3",,,,,"3","3","3",,"3","3","4",,"3",,"2","3","Female","18-29","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic",3308604824
"Novice","Not much",,,,,,,,,,,,,,"4","4",,"2",,,"4",,"2","3",,,,,,,,"5",,"2","2",,,,,,,"Female","> 60",,"Graduate degree","East South Central",3308603699
"Novice","Some",,"3",,,,"2",,,,,,,"3","4","3",,"2",,,"5",,"4","4",,,"3",,,"3","4","3",,"4","2","4",,"3",,"4","2","Female","> 60","$50,000 - $99,999","Some college or Associate degree","New England",3308602956
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,"2",,,"5",,,,"4","3",,"Male","18-29","$50,000 - $99,999","Bachelor degree","Mountain",3308602600
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,"3","2",,,,"2",,"2",,"3",,"3","2","3",,"2",,,"3",,,,,,3308602552
"Intermediate","Some",,,"3",,,,"3",,"2",,,,"3","4","3",,"3",,,"4",,"2","3",,,"3","3","2",,,"4",,"3",,,,,,,,"Male","45-60","$25,000 - $49,999","High school degree","West North Central",3308602398
"Novice","Not at all",,,,"2",,"2",,"1","1","1",,"1","3","2","2",,,,,"4",,"2","3",,"1","1",,"1","1","1","5",,"3","1","1",,"2",,"1","2","Male","30-44","$50,000 - $99,999","Some college or Associate degree","South Atlantic",3308601936
"Advanced","A lot",,"4",,"4",,"5",,"4","4","4","4","5","3","5","5",,"5","4",,"5",,"5","5","4",,"4","4","5","5","4","3","4","5","5","5","5","5","4","5","3","Male","30-44","$150,000+","Bachelor degree","Pacific",3308601485
"Novice","Some",,,,,,,,,,,,,,"3",,,,,,"3",,"3","3",,,,,,,,"5",,"3",,,,,,,,"Male","45-60","$25,000 - $49,999","High school degree","East North Central",3308601064
"Novice","A lot",,,,,,,,,,,,,"3","3","4",,"4",,,"4",,"4","4",,,,,,,,"4",,"4","4",,,,,,"4","Male","18-29","$50,000 - $99,999","Graduate degree","Pacific",3308600614
"Intermediate","A lot",,"3","3","3",,,,,,,,,"3","4","3",,"4",,,"5",,"2","4",,,"3",,"3","4","4","4",,"4","5","5","3",,"2","3","3","Female","45-60","$50,000 - $99,999","Graduate degree","Pacific",3308600269
"Novice","A lot",,"4","3","3",,"3",,"3","3","4",,,"2","5","3",,"4","3",,"5",,"3","5",,,,,,"3","3","3",,"3","4","5",,"3",,"3","3","Female","45-60","$50,000 - $99,999","Graduate degree","New England",3308599868
"Novice","Some",,,,,,,,,,,,,"3","3","4",,"4",,,"5",,"4","3",,,,,,,,"4",,"4","3","3",,,,,"4","Male","> 60","$150,000+","Graduate degree","Middle Atlantic",3308599533
"Advanced","Some","2","3","4","4","4","4","4","3","3","3","2","2","4","4","4","4","4","3","3","5",,"5","5","4",,"4","4","3","5","4","5",,"5","4","4","4","4",,"4","4","Female","30-44","$25,000 - $49,999","High school degree","South Atlantic",3308599360
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308599191
"Advanced","Some",,,,,,"3",,,,"3",,,"2","3","4",,"4",,,"5",,"5","5",,,,,"4","4",,"5",,"5","4","5",,"4",,"4","4","Female","18-29","$25,000 - $49,999","Bachelor degree","East North Central",3308598781
"Novice","Not at all",,,,"3",,,,"3","3","3",,,,"3","3",,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,3308597574
"Intermediate","Some",,,"4",,,"4",,,,,,,"2","5","4",,"2",,,"3",,"4","2",,,,,"3","4",,"4",,"3","1","2","2",,,,,"Male","> 60",,"Bachelor degree","Pacific",3308596876
"Intermediate","A lot","3","4",,"3",,"4",,"4",,"3",,,"2","5","2",,"4",,"4","5",,"5","4",,"2","3","3","4","4","3","4",,"5","4","4",,,"2","5","3","Female","> 60","$150,000+","Graduate degree","Pacific",3308596647
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308594704
"Intermediate","Some",,,"4","4",,,,,,,,,"3","4","4",,"5","4",,"5",,,"5",,,,,,"5",,"5",,"3",,"4","3",,,,"4","Male","18-29","$25,000 - $49,999","Some college or Associate degree","East North Central",3308594556
"Novice","Not at all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,"3",,,,,,,,"Female","30-44",,"Some college or Associate degree","South Atlantic",3308594456
"Novice","Some",,,"3",,,"3",,"3",,,,,"3","4","3","4","3",,,"4",,"2","4",,,,,"2","3",,"4",,,"4",,,,,,"3","Male","45-60","$50,000 - $99,999","Bachelor degree","West North Central",3308594455
"Intermediate","Not much",,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,"3",,,,,,,,,,,,,,,3308594397
"Intermediate","Some","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","Male","45-60","$25,000 - $49,999","High school degree","West North Central",3308593566
"Intermediate","A lot",,"3","3",,,,,"3",,"4",,,"4","4","4",,"3",,,"5","3","4","4","3",,"4","2","5","5","3","3",,"4","2","5","3",,,,"2","Female","18-29",,"Some college or Associate degree","South Atlantic",3308593068
"Intermediate","A lot",,"4",,,"4",,,,,,"4",,,,"5",,"5",,,"5",,,"5",,,"3",,,"4",,"4",,"4","3",,"2",,,,"5","Male","18-29",,"Bachelor degree","Mountain",3308591803
"Intermediate","A lot",,,,,,"3",,"3","3",,,"5","2","3","5",,"3",,,"4","1","5","3",,,"3","1","3","4","3","3",,"4","5","5",,,"3","3",,"Female","30-44","$100,000 - $149,999","Graduate degree","New England",3308591748
"Novice","Some",,,,,,,,,,"4",,,"2","2","3",,"4",,,"5",,"2","5",,,,,,"3",,"4",,"3","4","3",,"2",,,,"Female","18-29","$0 - $24,999","Bachelor degree","West South Central",3308591746
"Novice","Some",,,"3",,,"3",,"3","3",,,"3","3",,"3",,"3","3",,"4",,"3","4",,,,,,"3",,"5","3","4","3","3",,"2",,"3","3","Male","45-60","$25,000 - $49,999","Some college or Associate degree","Pacific",3308590308
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,"5",,,"3",,,"3",,"4","3","4",,,,"3",,"3",,,,,,,3308590120
"Novice","Not much",,,,,,,,,,,,,"3","4","3",,,,,"4",,"3","4",,,,,,,,"5",,"4",,,,,,,,"Male","45-60","$25,000 - $49,999","Some college or Associate degree","Pacific",3308590037
"Intermediate","A lot",,"3",,"2","4",,,,"3",,,"1","1","4","5","3","2",,"4","5",,"4","4","3","4","4",,"3","5","5","2",,"2","5","3","4","4","4","3","3","Female","18-29",,"Some college or Associate degree","East North Central",3308589521
"Intermediate","A lot",,"4","3","4",,,,,,,,,"4","5","4","1","5",,,"4",,"4","5",,,,"3",,"4","4","3",,"3","4","4","4","3",,"4","4","Female","> 60","$25,000 - $49,999","Some college or Associate degree","Mountain",3308587469
"Intermediate","Some",,"3","3",,,"3",,"3","3",,,"3","3","2","4",,"4","3",,"5",,"3","3","3",,"3","3",,"3","3","4",,"4","2","3",,"3",,,"4","Female","> 60","$100,000 - $149,999","Some college or Associate degree","Middle Atlantic",3308586345
"Novice","Not at all",,,,,,,,,,,,,,,,,,,,"3",,,"2",,,,,,,,"5",,"3",,,,,,,"1","Male","45-60","$25,000 - $49,999","High school degree","Middle Atlantic",3308585130
"Intermediate","Some",,,,,,,,"4","4","4",,,"1","4",,,"4",,,"4",,"2","3",,"2",,,"3","3",,"3",,"2","4","4","4","4","3",,"2","Male","18-29","$50,000 - $99,999","Graduate degree","East North Central",3308584291
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,"3","5",,,,,,"4",,"3",,"3","5","5",,"3","3","4","2",,,,,,3308584168
"Intermediate","A lot",,"4",,,,"4",,"3","4","3",,,"4","5",,,"4",,,"5",,"3","5","5",,,,"3","4","4","5","3","3","1","4","3","3",,"3","4","Male","45-60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic",3308583443
